name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
"""Crazy Chicken & Crab""","""1825 W Chandler Blvd""",Chandler,AZ,85224,33.304492,-111.873637,3.5,54,Chicken Wings;American (New);Korean;Restaurants;Chicken Shop
"""Local Jonny's""","""6033 E Cave Creek Rd""",Cave Creek,AZ,85331,33.83298179,-111.9504881,4.5,165,American (New);Nightlife;Food;Cafes;Breakfast & Brunch;Restaurants;Vegetarian;Coffee & Tea;Beer Bar;Bars;Pubs
"""Panda Express""","""7000 16th St, Ste 100""",Phoenix,AZ,85020,33.5386355,-112.0483822,2.5,26,Fast Food;Restaurants;Chinese
"""Los Taquitos""","""7000 N 16th St""",Phoenix,AZ,85020,33.5395733,-112.048346,4,334,Mexican;Restaurants
"""Sonic Drive-In""","""4740 Baseline Rd""",Phoenix,AZ,85040,33.3787187,-111.979667,2,23,Fast Food;Restaurants;American (Traditional)
"""Canyon 49 Grill""","""5115 N 27th Ave""",Phoenix,AZ,85017,33.5123661,-112.1141992,3,53,American (Traditional);Cafes;Restaurants;Breakfast & Brunch
"""Cibo E Vino""","""34522 N Scottsdale Rd""",Scottsdale,AZ,85266,33.7988493,-111.9309829,2.5,90,Restaurants;Italian
"""Binh Duong Quan""","""66 S Dobson Rd, Ste 124""",Mesa,AZ,85202,33.41346268,-111.8760139,3,5,Restaurants;Vietnamese
"""Brooklyn Cafe""","""8340 E McDonald Dr""",Scottsdale,AZ,85250,33.52447,-111.901147,4.5,6,French;American (Traditional);Restaurants;American (New)
"""Cafe 24/7""","""1077 S Kyrene Rd""",Chandler,AZ,85226,33.2891124,-111.9427994,4,4,Restaurants;Breakfast & Brunch;Arts & Entertainment;Casinos;American (Traditional)
"""Seoul Garden""","""1324 S Rural Rd""",Tempe,AZ,85281,33.4130961,-111.9262735,2.5,8,Restaurants;Korean
"""Jennifer's Catering & Events""","""3603 E Indian School Rd, Ste A""",Phoenix,AZ,85018,33.4951613,-112.0041452,3.5,9,Restaurants;Caterers;Event Planning & Services;Ethiopian;American (Traditional)
"""Wildflower Bread Company""","""6428 S Mcclintock Rd, Ste 104""",Tempe,AZ,85283,33.3624661,-111.9126201,4,234,Food;Sandwiches;Breakfast & Brunch;Restaurants;Bakeries
"""Lao Thai""","""2200 N Scottsdale Rd""",Scottsdale,AZ,85257,33.471801,-111.927464,4,66,Restaurants;Thai
"""CASA SunbÃ¡""","""15 E 6th St""",Tempe,AZ,85281,33.4243368,-111.9394223,3,220,Restaurants;Bars;Cocktail Bars;American (Traditional);Lounges;Mexican;Sports Bars;Nightlife;American (New);Vegan;Tapas Bars
"""Papa John's Pizza""","""5602 S Central Ave""",Phoenix,AZ,85040,33.39564992,-112.07374,3.5,7,Restaurants;Pizza
"""Rayner's Chocolate & Coffee Shop""","""14021 N 51st Ave, Ste 106""",Glendale,AZ,85306,33.6133001,-112.1677843,4.5,203,Restaurants;Cafes;Coffee & Tea;Chocolatiers & Shops;Food;Specialty Food
"""Domino's Pizza""","""7606 W Indian School Rd""",Phoenix,AZ,85033,33.4949799,-112.2234001,1.5,12,Pizza;Chicken Wings;Sandwiches;Restaurants
"""PHX Burrito House""","""4140 N 7th Ave""",Phoenix,AZ,85013,33.4963856,-112.0839832,4.5,460,Mexican;Restaurants
"""Blue Wasabi Sushi and Martini Bar""","""Hilton Village, 6137 N Scottsdale Rd""",Scottsdale,AZ,85250,33.52681,-111.9246221,3.5,65,Sushi Bars;Restaurants
"""IHOP""","""3788 S Arizona Ave""",Chandler,AZ,85248,33.2501113,-111.8413508,2.5,44,Restaurants;American (Traditional);Breakfast & Brunch;American (New)
"""Tokyo Stop""","""1335 W University Dr, Ste 6""",Tempe,AZ,85281,33.4212112,-111.9601987,4,81,Restaurants;Japanese
"""Port of Subs""","""6620 E Mckellips Rd, Ste 101""",Mesa,AZ,85215,33.453007,-111.6882393,3.5,23,Salad;Restaurants;Breakfast & Brunch;Delis;Sandwiches
"""Wingstop""","""4041 E Thomas Rd""",Phoenix,AZ,85018,33.47979476,-111.9941908,3,30,Chicken Wings;Restaurants
"""Arby's""","""2130 S Power Rd""",Mesa,AZ,85208,33.3768225,-111.688404,3,11,Restaurants;Sandwiches;Fast Food
"""Domino's Pizza""","""8248 W Deer Valley Rd""",Peoria,AZ,85382,33.6830919,-112.2369447,1.5,14,Sandwiches;Food Delivery Services;Food;Chicken Wings;Pizza;Restaurants
"""Kneaders Bakery & Cafe""","""1150 E Bell Rd""",Phoenix,AZ,85022,33.64086681,-112.0585589,4,60,Breakfast & Brunch;American (Traditional);Bakeries;Restaurants;Food
"""PastaBAR""","""705 N 1st St""",Phoenix,AZ,85004,33.4558709,-112.0722832,3.5,113,Food;Ice Cream & Frozen Yogurt;Restaurants;Italian
"""Carl's Jr 7091""","""2343 E Bell Rd""",Phoenix,AZ,85022,33.6400298,-112.031334,3,11,Restaurants;American (New)
"""Madelyn's""","""39504 N Daisy Mountain Dr""",Anthem,AZ,85086,33.8431953,-112.1347619,3.5,4,Bars;Restaurants;Nightlife;Wine Bars;American (New)
"""McAlister's Deli""","""12847 N Tatum Blvd""",Phoenix,AZ,85032,33.60280144,-111.9781338,4,105,Sandwiches;Delis;Restaurants;Salad
"""LongHorn Steakhouse""","""980 N 54th St""",Chandler,AZ,85226,33.3193947,-111.96902,3.5,134,Steakhouses;American (Traditional);Restaurants;Barbeque
"""Rotana""","""830 E Greenway Pkwy""",Phoenix,AZ,85022,33.6381711,-112.0626543,3.5,130,Restaurants;Mediterranean
"""State 48 Brewery""","""13823 W Bell Rd""",Surprise,AZ,85374,33.63823733,-112.3578,3.5,334,American (New);Restaurants;Pizza;Gastropubs;Breweries;Food;Nightlife;Fish & Chips;Bars;Pubs
"""Kaleidoscope Juice""","""4014 Goldwater Blvd""",Scottsdale,AZ,85251,33.4937481,-111.9307011,4.5,44,Juice Bars & Smoothies;Salad;Food;Restaurants
"""Nan Zhou - Hand Drawn Noodle House""","""111 S Dobson Rd""",Mesa,AZ,85202,33.4125729,-111.8738256,4,122,Asian Fusion;Noodles;Chinese;Dim Sum;Restaurants
"""Steve's Krazy Sub""","""6853 E Main St""",Mesa,AZ,85207,33.4155386,-111.6826802,4,34,Sandwiches;Restaurants
"""Melted Cheese Kitchen""","""4995 S Alma School Rd, Ste 1""",Chandler,AZ,85248,33.2475,-111.87918,2.5,5,Restaurants;Sandwiches
"""Bongo's Bar & Grill""","""4080 W Ray Rd, Ste 26""",Chandler,AZ,85226,33.322376,-111.911819,3.5,16,Beer;Wine & Spirits;Restaurants;American (New);Food
"""Rally's""","""1050 W Chandler Rd""",Chandler,AZ,85224,33.3061232,-111.8605721,2.5,11,Fast Food;Restaurants
"""Pizza on 40th""","""3937 E Indian School Rd""",Phoenix,AZ,85018,33.4940588,-111.9958268,4,80,Restaurants;Pizza
"""Texas BBQ House""","""5037 S 24th St""",Phoenix,AZ,85040,33.399961,-112.0294348,4.5,349,Restaurants;Barbeque
"""Sonic Drive-In""","""17238 N 19th Ave""",Phoenix,AZ,85023,33.6426268,-112.1003364,2,15,Fast Food;Restaurants;American (Traditional)
"""Lucky's Pizza""","""3130 E Union Hills Dr""",Phoenix,AZ,85050,33.6556294,-112.015465,3.5,6,Restaurants;Pizza
"""Ya Hala!""","""2301 E Bell Rd""",Phoenix,AZ,85022,33.63952671,-112.0328321,4,17,Food;Arabian;Grocery;Convenience Stores;Middle Eastern;Restaurants;Mediterranean;Falafel;Shopping;Shopping Centers
"""Sugar Bowl""","""4005 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4937734,-111.9259244,3.5,513,Food;Ice Cream & Frozen Yogurt;American (Traditional);Restaurants
"""Ocean Buffet""","""1450 S Country Club Dr""",Mesa,AZ,85210,33.3880497,-111.8402882,2.5,15,Restaurants;Buffets;Chinese
"""Hidalgo Mexican Food""","""801 E Broadway""",Mesa,AZ,85204,33.407534,-111.813858,3,25,Mexican;Restaurants;Food
"""Panda Gourmet""","""9020 N 19th Ave""",Phoenix,AZ,85021,33.5682459,-112.100125,3.5,5,Restaurants;Chinese
"""Filiberto's Mexican Food""","""5220 W. Baseline Road""",Laveen,AZ,85339,33.37790298,-112.1723328,1.5,41,Restaurants;Mexican
"""Wendy's""","""929 N Arizona Ave""",Gilbert,AZ,85233,33.366493,-111.8412881,2,18,Fast Food;Restaurants;Burgers
"""Arcadia Farms Marketplace""","""7025 E 1st Ave""",Scottsdale,AZ,85251,33.493736,-111.929579,4,7,Breakfast & Brunch;Restaurants;American (New);Sandwiches
"""Caribbean Cuisine""","""6031 N 67th Ave""",Glendale,AZ,85301,33.52516894,-112.2026339,4.5,121,Trinidadian;Restaurants;Caribbean
"""Seed Shack""","""3861 E Baseline Rd K136""",Gilbert,AZ,85234,33.3785337,-111.7490249,4.5,23,Vegetarian;Juice Bars & Smoothies;Vegan;Food;Restaurants
"""Nestle Toll House Cafe by Chip""","""6800 N 95th Ave, Ste 760""",Glendale,AZ,85305,33.53548757,-112.2672483,2.5,28,Coffee & Tea;Ice Cream & Frozen Yogurt;Desserts;Food;Bakeries;Restaurants;Cafes
"""McDonald's""","""3434 W Union Hills Dr""",Phoenix,AZ,85027,33.6550622,-112.1335065,2,12,Restaurants;Burgers;Fast Food
"""Dairy Queen""","""5217 S Central Ave""",Phoenix,AZ,85040,33.3990049,-112.0724706,3.5,5,Food;Ice Cream & Frozen Yogurt;Restaurants;Fast Food
"""El Tlacoyo""","""2535 E University Dr""",Tempe,AZ,85281,33.4214628,-111.8835179,4,49,Restaurants;Mexican
"""Pho 35""","""3515 W Northern Ave""",Phoenix,AZ,85051,33.5530966,-112.1357952,3.5,12,Restaurants;Vietnamese;Food
"""Starbucks""","""1845 E Baseline Rd""",Gilbert,AZ,85233,33.335927,-111.807599,2.5,8,Coffee & Tea;Cafes;Food;Restaurants
"""Buffalo Wild Wings""","""9404 W. Westgate Blvd, Suite C107""",Glendale,AZ,85305,33.534484,-112.2619851,2.5,218,American (Traditional);Sports Bars;Chicken Wings;Nightlife;Bars;Restaurants
"""Subway""","""2700 W Baseline Rd""",Tempe,AZ,85283,33.3785582,-111.9768167,3.5,14,Fast Food;Sandwiches;Restaurants
"""Pho Viet Vietnamese Restaurant""","""4232 W Bell Rd""",Glendale,AZ,85308,33.6400698,-112.1498222,4,429,Ethnic Food;Restaurants;Soup;Specialty Food;Vietnamese;Food
"""Panera Bread""","""7635 W Bell Rd""",Peoria,AZ,85382,33.63777106,-112.2229184,2.5,26,Restaurants;Soup;Sandwiches;Salad
"""Gretalian""","""5341 N 7th Ave""",Phoenix,AZ,85013,33.5163421,-112.0822543,3,4,Italian;Restaurants;Food;American (New);Greek
"""Taco Bell""","""7714 W Bell Rd""",Glendale,AZ,85308,33.63868609,-112.2260608,2,24,Mexican;Tex-Mex;Restaurants;Fast Food
"""Nam Sao""","""4349 W Bell Rd""",Glendale,AZ,85311,33.6392038,-112.1530065,3.5,49,Restaurants;Vietnamese
"""In-N-Out Burger""","""2790 W Chandler Blvd""",Chandler,AZ,85226,33.3064117,-111.8917575,4.5,124,Fast Food;Burgers;Restaurants
"""Hot Bagels and Deli""","""34640 N Valley Pkwy""",Phoenix,AZ,85086,33.79910981,-112.1309262,4,132,Breakfast & Brunch;Restaurants;Food;Delis;Bagels
"""Fusion Burritos""","""546 N Gilbert Rd""",Gilbert,AZ,85234,33.3602435,-111.7901059,3.5,15,Asian Fusion;Fast Food;Restaurants;Mexican
"""Royal Cafe""","""10793 Grand Ave""",Sun City,AZ,85351,33.60207122,-112.2930974,3,53,Burgers;Pizza;American (Traditional);Restaurants
"""The Attic Ale House""","""4247 E Indian School Rd""",Phoenix,AZ,85018,33.494594,-111.9893448,4,337,Pizza;Restaurants;Burgers;Nightlife;Bars;Beer Gardens;Wine Bars;American (New);Pubs;Gastropubs
"""Down South Restaurant""","""124 S 24th St""",Phoenix,AZ,85034,33.44602793,-112.030826,3,9,Restaurants;American (Traditional);Southern
"""12 East Cafe""","""1153 E Jefferson St""",Phoenix,AZ,85034,33.446778,-112.056714,3,8,Restaurants;Breakfast & Brunch;American (New)
"""Posidon Greek Restaurant & Market""","""961 W Main St""",Mesa,AZ,85201,33.4149317,-111.8501092,4,25,Restaurants;Greek
"""The Herb Box""","""20707 N Pima Rd, Ste 140-145, DC Ranch""",Scottsdale,AZ,85255,33.67343224,-111.8892324,4,303,Restaurants;Breakfast & Brunch;Caterers;Sandwiches;Event Planning & Services;American (New)
"""Freddy's Frozen Custard & Steakburger""","""7670 W Bell Rd""",Glendale,AZ,85308,33.63861645,-112.2241311,3.5,52,Burgers;Restaurants;Food;Ice Cream & Frozen Yogurt
"""Zendejas Grill""","""19420 N 59th Ave""",Glendale,AZ,85308,33.6624675,-112.18689,3,37,Restaurants;American (New)
"""Papa Murphy's""","""1955 West Baseline Road""",Mesa,AZ,85202,33.3775284,-111.876986,4,19,Restaurants;Pizza
"""Freddy's Frozen Custard & Steakburgers""","""129 E Williams Field Rd""",Gilbert,AZ,85295,33.30593625,-111.7868382,4,83,Ice Cream & Frozen Yogurt;Burgers;Food;Restaurants
"""ShinBay""","""7001 N Scottsdale Rd""",Scottsdale,AZ,85253,33.53953217,-111.9245764,4.5,158,Seafood;Japanese;Restaurants
"""Blimpie""","""2303 N 44th St, Ste 16""",Phoenix,AZ,85008,33.47380834,-111.9867759,3.5,25,Sandwiches;Restaurants;American (New)
"""New India Gate""","""4939 W Ray Rd, Ste 1""",Chandler,AZ,85226,33.31923,-111.925813,4.5,354,Buffets;Bars;Nightlife;Vegan;Beer Bar;Indian;Halal;Restaurants
"""Tacos Maricos Sinaloa""","""2802 W McDowell Rd""",Phoenix,AZ,85009,33.4662224,-112.1197552,2.5,8,Restaurants
"""Italian Grotto""","""3915 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4929188,-111.9258903,2.5,460,Seafood;Restaurants;Italian;Steakhouses
"""Hungry Howie's Pizza""","""7448 W Glendale Ave, Ste 106""",Glendale,AZ,85303,33.53910625,-112.2178221,3,20,Restaurants;Pizza
"""Filibertos Mexican Food""","""1322 E Chandler Blvd""",Phoenix,AZ,85048,33.30582456,-112.0536254,2,4,Mexican;Restaurants
"""Hookmeup Gourmet Sandwiches""","""15425 S 48th St, Ste 116""",Phoenix,AZ,85044,33.3066645,-111.9799023,4.5,148,Desserts;Vegan;Delis;Sandwiches;Restaurants;Food
"""Mariscos Ensenada 7""","""4212 W Cactus Rd""",Phoenix,AZ,85029,33.5981674,-112.150726,3,6,Mexican;Restaurants
"""Quiznos""","""21043 N Cave Creek Rd, Ste A2""",Phoenix,AZ,85024,33.6790374,-112.0300807,3,18,Fast Food;Sandwiches;Delis;Restaurants
"""Shish Kebab House""","""5023 W Olive Ave""",Glendale,AZ,85302,33.5674844,-112.1673493,3.5,14,Restaurants;Greek;Mediterranean;Persian/Iranian
"""China Star Super Buffet""","""3507 W Dunlap Ave""",Phoenix,AZ,85073,33.5674031,-112.1350865,3,7,Restaurants;Buffets;Chinese
"""Peter Piper Pizza""","""1906 W Rio Salado""",Mesa,AZ,85201,33.4300004,-111.8720821,2.5,36,Buffets;Pizza;Restaurants;Chicken Wings
"""6 Degrees Urban Kitchen""","""8989 N Scottsdale Rd, Ste 608""",Scottsdale,AZ,85253,33.5670808,-111.9242929,4,56,Gastropubs;Breakfast & Brunch;American (New);Bars;Cocktail Bars;Restaurants;Nightlife
"""Soda Bun Thai Food""","""2740 S Alma School Rd, Ste 5""",Mesa,AZ,85210,33.36536006,-111.8606038,4.5,148,Food;Soup;Thai;Food Delivery Services;Vegetarian;Salad;Restaurants
"""Otaku""","""2430 S Gilbert Rd""",Chandler,AZ,85286,33.2711907,-111.7908072,4,308,Restaurants;Asian Fusion;Sushi Bars;Chinese
"""McCool's Bar & Grill""","""4910 W Ray Rd""",Chandler,AZ,85226,33.3202337,-111.9265734,4.5,7,Nightlife;American (Traditional);Restaurants;Bars
"""Tadka Sizzles""","""4030 E Bell Rd, Ste 101""",Phoenix,AZ,85032,33.6417888,-111.9947311,3,11,Party & Event Planning;Indian;Event Planning & Services;Restaurants
"""il Capo Pizzeria""","""7366 E Shea Blvd, Ste 102""",Scottsdale,AZ,85260,33.5840139,-111.9222691,4,214,Nightlife;Food;Pizza;Bars;Wine Bars;Italian;Restaurants;Beer;Wine & Spirits
"""Petite Maison""","""7216 E Shoeman Ln""",Scottsdale,AZ,85251,33.5010896,-111.9255,4,286,Restaurants;French
"""Taco Bell""","""1220 North 51st Ave""",Phoenix,AZ,85043,33.462309,-112.169006,4.5,3,Tex-Mex;Restaurants;Fast Food;Mexican
"""Adaptive Force Performing Arts""","""32619 N Scottsdale Rd, Ste 110""",Scottsdale,AZ,85266,33.7814775,-111.9257498,4.5,13,Pizza;Performing Arts;Fitness & Instruction;Dance Studios;Active Life;Arts & Entertainment;Restaurants
"""Popeyes Louisiana Kitchen""","""5329 S Power Rd""",Mesa,AZ,85212,33.3173826,-111.6868665,3.5,14,Seafood;Sandwiches;Fast Food;Restaurants;Chicken Wings;Southern;American (Traditional)
"""Satisfied Frog""","""6245 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8314777,-111.945564,3,9,Dive Bars;Nightlife;Bars;Restaurants
"""McDuffy's-Peoria""","""15814 N 83rd Ave""",Peoria,AZ,85382,33.628251,-112.238064,3.5,17,Restaurants;Nightlife
"""McDonald's""","""825 W Warner Rd""",Gilbert,AZ,85233,33.33489031,-111.8074249,2,25,Burgers;Fast Food;Restaurants
"""101 Bistro""","""101 N 1st Ave""",Phoenix,AZ,85003,33.449799,-112.074714,3.5,7,American (New);Mediterranean;Restaurants;Greek
"""Pure Sushi""","""20567 N Hayden Rd, Ste 100""",Scottsdale,AZ,85255,33.6717588,-111.9059217,4,270,Restaurants;Sushi Bars;Asian Fusion;Japanese
"""McDonald's""","""305 E Hunt Hwy""",San Tan Valley,AZ,85143,33.1617115,-111.5643819,1.5,17,Burgers;Restaurants;Fast Food
"""Papa Kenos""","""2510 E Hunt Hwy""",San Tan Valley,AZ,85143,33.13732251,-111.5392596,3,9,Local Flavor;Italian;Pizza;Restaurants
"""Arby's""","""2220 W Deer Valley Rd""",Phoenix,AZ,85027,33.6842049,-112.1072844,3,18,Restaurants;Sandwiches;Fast Food
"""Pieology Pizzeria""","""9915 W McDowell Rd""",Avondale,AZ,85392,33.464148,-112.2731978,4,115,Restaurants;Pizza;Italian
"""Krachai Thai Kitchen""","""3361 W Greenway Rd""",Phoenix,AZ,85053,33.6248167,-112.1310047,4,170,Restaurants;Thai
"""Chuy's Mesquite Broiler""","""1831 E Baseline Rd""",Tempe,AZ,85283,33.3779711,-111.9057836,3,13,Restaurants;Southern
"""Isabella's Kitchen""","""8623 E Thompson Peak Pkwy""",Scottsdale,AZ,85255,33.6758835,-111.8964923,3.5,217,Beer;Wine & Spirits;Food;Restaurants;Nightlife;Bars;Italian
"""Wienerschnitzel""","""9370 West Northern Ave""",Glendale,AZ,85305,33.5525657,-112.2609671,3.5,26,Sandwiches;Restaurants;Fast Food;Hot Dogs
"""Filiberto's Mexican Food""","""209 N. 24th St""",Phoenix,AZ,85034,33.450595,-112.029835,2.5,9,Mexican;Restaurants
"""Quill Creek Cafe""","""8620 E Thompson Peak Pkwy""",Scottsdale,AZ,85255,33.6780517,-111.89714,3.5,22,Cafes;Restaurants;Active Life;Golf
"""Mi Familia Mexican Food""","""25155 N 67th Ave, Ste 138""",Phoenix,AZ,85083,33.7135776,-112.2023003,3,126,Restaurants;Mexican
"""Taqueria La Jacky""","""532 E Western Ave""",Avondale,AZ,85323,33.4353457,-112.3438078,3.5,14,Mexican;Restaurants
"""Brueggers Bagels""","""721 N Arizona Ave""",Gilbert,AZ,85233,33.363016,-111.841114,3,28,Restaurants;Breakfast & Brunch;Bagels;Food;Sandwiches
"""Bourbon Jacks""","""7000 E Mayo Blvd, Bldg 5""",Phoenix,AZ,85054,33.65538152,-111.9268757,3.5,167,Music Venues;Restaurants;Bars;Arts & Entertainment;American (Traditional);Nightlife
"""Dairy Queen""","""6548 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8333958,-111.9398294,2.5,19,Fast Food;Food;Restaurants;Ice Cream & Frozen Yogurt
"""The Blue Moon""","""2911 E Van Buren St""",Phoenix,AZ,85008,33.4508655,-112.0187997,1.5,3,Dance Clubs;Adult Entertainment;Nightlife;Restaurants
"""Cafe Rio""","""2748 S Signal Butte Rd""",Mesa,AZ,85209,33.36482544,-111.6035177,2.5,32,Desserts;Restaurants;Food;Tacos;Mexican
"""Cielo Restaurant""","""7353 E Indian School Rd""",Scottsdale,AZ,85251,33.4945672,-111.9222222,3.5,18,Italian;Restaurants
"""Durger Dog""","""2235 S Power Rd, Ste 120""",Mesa,AZ,85209,33.375057,-111.687177,4,20,Burgers;Restaurants
"""Chefs At Your Home""","""2507 E Roma Ave""",Phoenix,AZ,85016,33.500981,-112.027641,5,6,Gluten-Free;Restaurants;Food;Event Planning & Services;Caterers;Personal Chefs;Food Delivery Services
"""Port of Subs""","""4645 E Broadway, Ste 101""",Phoenix,AZ,85040,33.4069946,-111.98087,3.5,20,Sandwiches;Restaurants;Delis
"""Nourish""","""1495 S Higley Rd""",Gilbert,AZ,85296,33.32305019,-111.7197348,3.5,59,Restaurants;Gluten-Free
"""Native Grill & Wings""","""4972 S Power Rd""",Gilbert,AZ,85236,33.32606401,-111.6876876,3.5,116,Bars;Sports Bars;Restaurants;American (Traditional);Nightlife;Chicken Wings;American (New)
"""Saboten Grill""","""440 W Warner Rd, Ste 104""",Tempe,AZ,85284,33.3350531,-111.9445728,3.5,4,Restaurants;Japanese;Vegetarian
"""Ramiro's Mexican Food""","""1618 W Bell Rd""",Phoenix,AZ,85023,33.6402587,-112.0936145,4,25,Restaurants;Mexican
"""Nick's NY Pizzeria""","""920 E University Dr, Ste 103""",Tempe,AZ,85281,33.42245411,-111.9255954,3.5,27,Restaurants;Pizza;Italian
"""Charleys Grilled Subs""","""9617 Metro Pkwy W, Ste MM06""",Phoenix,AZ,85051,33.574153,-112.12409,4,5,Restaurants;Sandwiches
"""S'Bistro""","""124 W Main St""",Mesa,AZ,85201,33.415474,-111.835051,4,6,Restaurants;American (New)
"""The Watershed""","""5350 S Lakeshore Dr""",Tempe,AZ,85283,33.3760012,-111.919865,3,380,Restaurants;American (New);Pubs;American (Traditional);Nightlife;Arts & Entertainment;Music Venues;Sports Bars;Lounges;Bars
"""Drip Coffee Lounge""","""2325 N 7th St""",Phoenix,AZ,85006,33.4741696,-112.0648051,3.5,33,Cafes;Coffee & Tea;Food;Restaurants
"""Paradise Bakery & Cafe""","""9918 W Happy Valley Rd""",Peoria,AZ,85383,33.71188031,-112.2729963,3,53,Bakeries;Food;Restaurants;Cafes
"""El Paisano Market and Laila Check Cashing""","""1035 E Lemon St""",Tempe,AZ,85281,33.4162895,-111.9225636,4.5,70,Food;Convenience Stores;Financial Services;Mexican;Restaurants;Check Cashing/Pay-day Loans;Currency Exchange
"""MAD Greens - Tempe""","""2000 E Rio Salado Pkwy, Ste 1215""",Tempe,AZ,85281,33.433481,-111.901629,3.5,99,Live/Raw Food;Juice Bars & Smoothies;Wraps;Sandwiches;Food;Vegetarian;Restaurants;Salad
"""Benihanna of Tokyo""","""16403 N Scottsdale Rd""",Scottsdale,AZ,85254,33.6348919,-111.92483,2.5,11,Teppanyaki;Restaurants;Japanese
"""McDonald's""","""3021 S Val Vista Dr""",Gilbert,AZ,85295,33.29722978,-111.7548498,2,39,Fast Food;Burgers;Restaurants
"""Pizza Hut""","""5055 W Ray Rd""",Chandler,AZ,85226,33.31949543,-111.9290034,2.5,17,Italian;Chicken Wings;Restaurants;Pizza
"""Chipotle Mexican Grill""","""5849 W Northern Ave, Ste 500""",Glendale,AZ,85301,33.5525008,-112.1854135,2.5,51,Fast Food;Restaurants;Mexican
"""MOD Pizza""","""2020 E Elliot Rd, Suite 101""",Tempe,AZ,85283,33.3497776,-111.9015632,4,90,Restaurants;Pizza;Fast Food
"""KB Smokehouse & BBQ""","""12725 W Indian School Rd, Ste A-102""",Avondale,AZ,85392,33.492053,-112.332821,3.5,10,Restaurants;Barbeque
"""China Rice""","""1352 E Broadway Rd""",Mesa,AZ,85204,33.4082532,-111.8014678,4,57,Restaurants;Chinese
"""Carefree Station""","""Spanish Village, 7212 Ho Hum Rd""",Carefree,AZ,85377,33.825913,-111.924247,3.5,80,Restaurants;Mexican;American (New)
"""Sun Chinese Dining""","""1381 N Alma School Rd""",Chandler,AZ,85224,33.3272717,-111.8581271,3.5,57,Korean;Restaurants;Chinese
"""South Philly Steak & Fries""","""5000 S Arizona Mills Cir""",Tempe,AZ,85282,33.383123,-111.964485,1.5,32,Cheesesteaks;Restaurants
