name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,category
Wingstop,4041 E Thomas Rd,Phoenix,AZ,85018,33.47979476,-111.9941908,3.0,30,chicken wings;restaurants,American
Arby's,2130 S Power Rd,Mesa,AZ,85208,33.3768225,-111.688404,3.0,11,restaurants;sandwiches;fast food,American
Domino's Pizza,8248 W Deer Valley Rd,Peoria,AZ,85382,33.6830919,-112.2369447,1.5,14,sandwiches;food delivery services;food;chicken wings;pizza;restaurants,Italian
Kneaders Bakery & Cafe,1150 E Bell Rd,Phoenix,AZ,85022,33.64086681,-112.0585589,4.0,60,breakfast & brunch;american (traditional);bakeries;restaurants;food,American
PastaBAR,705 N 1st St,Phoenix,AZ,85004,33.4558709,-112.0722832,3.5,113,food;ice cream & frozen yogurt;restaurants;italian,Italian
Carl's Jr 7091,2343 E Bell Rd,Phoenix,AZ,85022,33.6400298,-112.031334,3.0,11,restaurants;american (new),American
Madelyn's,39504 N Daisy Mountain Dr,Anthem,AZ,85086,33.8431953,-112.1347619,3.5,4,bars;restaurants;nightlife;wine bars;american (new),American
McAlister's Deli,12847 N Tatum Blvd,Phoenix,AZ,85032,33.60280144,-111.9781338,4.0,105,sandwiches;delis;restaurants;salad,American
LongHorn Steakhouse,980 N 54th St,Chandler,AZ,85226,33.3193947,-111.96902,3.5,134,steakhouses;american (traditional);restaurants;barbeque,American
Rotana,830 E Greenway Pkwy,Phoenix,AZ,85022,33.6381711,-112.0626543,3.5,130,restaurants;mediterranean,Mediterranean
State 48 Brewery,13823 W Bell Rd,Surprise,AZ,85374,33.63823733,-112.3578,3.5,334,american (new);restaurants;pizza;gastropubs;breweries;food;nightlife;fish & chips;bars;pubs,American
Kaleidoscope Juice,4014 Goldwater Blvd,Scottsdale,AZ,85251,33.4937481,-111.9307011,4.5,44,juice bars & smoothies;salad;food;restaurants,American
Nan Zhou - Hand Drawn Noodle House,111 S Dobson Rd,Mesa,AZ,85202,33.4125729,-111.8738256,4.0,122,asian fusion;noodles;chinese;dim sum;restaurants,Chinese
Steve's Krazy Sub,6853 E Main St,Mesa,AZ,85207,33.4155386,-111.6826802,4.0,34,sandwiches;restaurants,American
Melted Cheese Kitchen,"4995 S Alma School Rd, Ste 1",Chandler,AZ,85248,33.2475,-111.87918,2.5,5,restaurants;sandwiches,American
Bongo's Bar & Grill,"4080 W Ray Rd, Ste 26",Chandler,AZ,85226,33.322376,-111.911819,3.5,16,beer;wine & spirits;restaurants;american (new);food,American
Rally's,1050 W Chandler Rd,Chandler,AZ,85224,33.3061232,-111.8605721,2.5,11,fast food;restaurants,American
Pizza on 40th,3937 E Indian School Rd,Phoenix,AZ,85018,33.4940588,-111.9958268,4.0,80,restaurants;pizza,Italian
Texas BBQ House,5037 S 24th St,Phoenix,AZ,85040,33.399961,-112.0294348,4.5,349,restaurants;barbeque,American
Sonic Drive-In,17238 N 19th Ave,Phoenix,AZ,85023,33.6426268,-112.1003364,2.0,15,fast food;restaurants;american (traditional),American
Lucky's Pizza,3130 E Union Hills Dr,Phoenix,AZ,85050,33.6556294,-112.015465,3.5,6,restaurants;pizza,Italian
Sugar Bowl,4005 N Scottsdale Rd,Scottsdale,AZ,85251,33.4937734,-111.9259244,3.5,513,food;ice cream & frozen yogurt;american (traditional);restaurants,American
Ocean Buffet,1450 S Country Club Dr,Mesa,AZ,85210,33.3880497,-111.8402882,2.5,15,restaurants;buffets;chinese,Chinese
Hidalgo Mexican Food,801 E Broadway,Mesa,AZ,85204,33.407534,-111.813858,3.0,25,mexican;restaurants;food,Mexican
Panda Gourmet,9020 N 19th Ave,Phoenix,AZ,85021,33.5682459,-112.100125,3.5,5,restaurants;chinese,Chinese
Filiberto's Mexican Food,5220 W. Baseline Road,Laveen,AZ,85339,33.37790298,-112.1723328,1.5,41,restaurants;mexican,Mexican
Wendy's,929 N Arizona Ave,Gilbert,AZ,85233,33.366493,-111.8412881,2.0,18,fast food;restaurants;burgers,American
Arcadia Farms Marketplace,7025 E 1st Ave,Scottsdale,AZ,85251,33.493736,-111.929579,4.0,7,breakfast & brunch;restaurants;american (new);sandwiches,American
Caribbean Cuisine,6031 N 67th Ave,Glendale,AZ,85301,33.52516894,-112.2026339,4.5,121,trinidadian;restaurants;caribbean,Caribbean
Seed Shack,3861 E Baseline Rd K136,Gilbert,AZ,85234,33.3785337,-111.7490249,4.5,23,vegetarian;juice bars & smoothies;vegan;food;restaurants,American
Nestle Toll House Cafe by Chip,"6800 N 95th Ave, Ste 760",Glendale,AZ,85305,33.53548757,-112.2672483,2.5,28,coffee & tea;ice cream & frozen yogurt;desserts;food;bakeries;restaurants;cafes,American
McDonald's,3434 W Union Hills Dr,Phoenix,AZ,85027,33.6550622,-112.1335065,2.0,12,restaurants;burgers;fast food,American
Dairy Queen,5217 S Central Ave,Phoenix,AZ,85040,33.3990049,-112.0724706,3.5,5,food;ice cream & frozen yogurt;restaurants;fast food,American
El Tlacoyo,2535 E University Dr,Tempe,AZ,85281,33.4214628,-111.8835179,4.0,49,restaurants;mexican,Mexican
Pho 35,3515 W Northern Ave,Phoenix,AZ,85051,33.5530966,-112.1357952,3.5,12,restaurants;vietnamese;food,Vietnamese
Starbucks,1845 E Baseline Rd,Gilbert,AZ,85233,33.335927,-111.807599,2.5,8,coffee & tea;cafes;food;restaurants,American
Buffalo Wild Wings,"9404 W. Westgate Blvd, Suite C107",Glendale,AZ,85305,33.534484,-112.2619851,2.5,218,american (traditional);sports bars;chicken wings;nightlife;bars;restaurants,American
Subway,2700 W Baseline Rd,Tempe,AZ,85283,33.3785582,-111.9768167,3.5,14,fast food;sandwiches;restaurants,American
Pho Viet Vietnamese Restaurant,4232 W Bell Rd,Glendale,AZ,85308,33.6400698,-112.1498222,4.0,429,ethnic food;restaurants;soup;specialty food;vietnamese;food,Vietnamese
Panera Bread,7635 W Bell Rd,Peoria,AZ,85382,33.63777106,-112.2229184,2.5,26,restaurants;soup;sandwiches;salad,American
Gretalian,5341 N 7th Ave,Phoenix,AZ,85013,33.5163421,-112.0822543,3.0,4,italian;restaurants;food;american (new);greek,American
Taco Bell,7714 W Bell Rd,Glendale,AZ,85308,33.63868609,-112.2260608,2.0,24,mexican;tex-mex;restaurants;fast food,Mexican
Nam Sao,4349 W Bell Rd,Glendale,AZ,85311,33.6392038,-112.1530065,3.5,49,restaurants;vietnamese,Vietnamese
In-N-Out Burger,2790 W Chandler Blvd,Chandler,AZ,85226,33.3064117,-111.8917575,4.5,124,fast food;burgers;restaurants,American
Hot Bagels and Deli,34640 N Valley Pkwy,Phoenix,AZ,85086,33.79910981,-112.1309262,4.0,132,breakfast & brunch;restaurants;food;delis;bagels,American
Fusion Burritos,546 N Gilbert Rd,Gilbert,AZ,85234,33.3602435,-111.7901059,3.5,15,asian fusion;fast food;restaurants;mexican,Mexican
Royal Cafe,10793 Grand Ave,Sun City,AZ,85351,33.60207122,-112.2930974,3.0,53,burgers;pizza;american (traditional);restaurants,American
The Attic Ale House,4247 E Indian School Rd,Phoenix,AZ,85018,33.494594,-111.9893448,4.0,337,pizza;restaurants;burgers;nightlife;bars;beer gardens;wine bars;american (new);pubs;gastropubs,American
Down South Restaurant,124 S 24th St,Phoenix,AZ,85034,33.44602793,-112.030826,3.0,9,restaurants;american (traditional);southern,American
12 East Cafe,1153 E Jefferson St,Phoenix,AZ,85034,33.446778,-112.056714,3.0,8,restaurants;breakfast & brunch;american (new),American
Posidon Greek Restaurant & Market,961 W Main St,Mesa,AZ,85201,33.4149317,-111.8501092,4.0,25,restaurants;greek,Mediterranean
Freddy's Frozen Custard & Steakburger,7670 W Bell Rd,Glendale,AZ,85308,33.63861645,-112.2241311,3.5,52,burgers;restaurants;food;ice cream & frozen yogurt,American
Zendejas Grill,19420 N 59th Ave,Glendale,AZ,85308,33.6624675,-112.18689,3.0,37,restaurants;american (new),American
Papa Murphy's,1955 West Baseline Road,Mesa,AZ,85202,33.3775284,-111.876986,4.0,19,restaurants;pizza,Italian
Freddy's Frozen Custard & Steakburgers,129 E Williams Field Rd,Gilbert,AZ,85295,33.30593625,-111.7868382,4.0,83,ice cream & frozen yogurt;burgers;food;restaurants,American
ShinBay,7001 N Scottsdale Rd,Scottsdale,AZ,85253,33.53953217,-111.9245764,4.5,158,seafood;japanese;restaurants,Japanese
Blimpie,"2303 N 44th St, Ste 16",Phoenix,AZ,85008,33.47380834,-111.9867759,3.5,25,sandwiches;restaurants;american (new),American
New India Gate,"4939 W Ray Rd, Ste 1",Chandler,AZ,85226,33.31923,-111.925813,4.5,354,buffets;bars;nightlife;vegan;beer bar;indian;halal;restaurants,Indian
Tacos Maricos Sinaloa,2802 W McDowell Rd,Phoenix,AZ,85009,33.4662224,-112.1197552,2.5,8,restaurants,American
Italian Grotto,3915 N Scottsdale Rd,Scottsdale,AZ,85251,33.4929188,-111.9258903,2.5,460,seafood;restaurants;italian;steakhouses,Italian
Hungry Howie's Pizza,"7448 W Glendale Ave, Ste 106",Glendale,AZ,85303,33.53910625,-112.2178221,3.0,20,restaurants;pizza,Italian
Filibertos Mexican Food,1322 E Chandler Blvd,Phoenix,AZ,85048,33.30582456,-112.0536254,2.0,4,mexican;restaurants,Mexican
Hookmeup Gourmet Sandwiches,"15425 S 48th St, Ste 116",Phoenix,AZ,85044,33.3066645,-111.9799023,4.5,148,desserts;vegan;delis;sandwiches;restaurants;food,American
Mariscos Ensenada 7,4212 W Cactus Rd,Phoenix,AZ,85029,33.5981674,-112.150726,3.0,6,mexican;restaurants,Mexican
Quiznos,"21043 N Cave Creek Rd, Ste A2",Phoenix,AZ,85024,33.6790374,-112.0300807,3.0,18,fast food;sandwiches;delis;restaurants,American
Shish Kebab House,5023 W Olive Ave,Glendale,AZ,85302,33.5674844,-112.1673493,3.5,14,restaurants;greek;mediterranean;persian/iranian,Mediterranean
China Star Super Buffet,3507 W Dunlap Ave,Phoenix,AZ,85073,33.5674031,-112.1350865,3.0,7,restaurants;buffets;chinese,Chinese
Peter Piper Pizza,1906 W Rio Salado,Mesa,AZ,85201,33.4300004,-111.8720821,2.5,36,buffets;pizza;restaurants;chicken wings,Italian
6 Degrees Urban Kitchen,"8989 N Scottsdale Rd, Ste 608",Scottsdale,AZ,85253,33.5670808,-111.9242929,4.0,56,gastropubs;breakfast & brunch;american (new);bars;cocktail bars;restaurants;nightlife,American
Soda Bun Thai Food,"2740 S Alma School Rd, Ste 5",Mesa,AZ,85210,33.36536006,-111.8606038,4.5,148,food;soup;thai;food delivery services;vegetarian;salad;restaurants,Thai
Otaku,2430 S Gilbert Rd,Chandler,AZ,85286,33.2711907,-111.7908072,4.0,308,restaurants;asian fusion;sushi bars;chinese,Chinese
McCool's Bar & Grill,4910 W Ray Rd,Chandler,AZ,85226,33.3202337,-111.9265734,4.5,7,nightlife;american (traditional);restaurants;bars,American
il Capo Pizzeria,"7366 E Shea Blvd, Ste 102",Scottsdale,AZ,85260,33.5840139,-111.9222691,4.0,214,nightlife;food;pizza;bars;wine bars;italian;restaurants;beer;wine & spirits,Italian
Petite Maison,7216 E Shoeman Ln,Scottsdale,AZ,85251,33.5010896,-111.9255,4.0,286,restaurants;french,French
Taco Bell,1220 North 51st Ave,Phoenix,AZ,85043,33.462309,-112.169006,4.5,3,tex-mex;restaurants;fast food;mexican,Mexican
Adaptive Force Performing Arts,"32619 N Scottsdale Rd, Ste 110",Scottsdale,AZ,85266,33.7814775,-111.9257498,4.5,13,pizza;performing arts;fitness & instruction;dance studios;active life;arts & entertainment;restaurants,Italian
Popeyes Louisiana Kitchen,5329 S Power Rd,Mesa,AZ,85212,33.3173826,-111.6868665,3.5,14,seafood;sandwiches;fast food;restaurants;chicken wings;southern;american (traditional),American
Satisfied Frog,6245 E Cave Creek Rd,Cave Creek,AZ,85331,33.8314777,-111.945564,3.0,9,dive bars;nightlife;bars;restaurants,American
McDuffy's-Peoria,15814 N 83rd Ave,Peoria,AZ,85382,33.628251,-112.238064,3.5,17,restaurants;nightlife,American
McDonald's,825 W Warner Rd,Gilbert,AZ,85233,33.33489031,-111.8074249,2.0,25,burgers;fast food;restaurants,American
101 Bistro,101 N 1st Ave,Phoenix,AZ,85003,33.449799,-112.074714,3.5,7,american (new);mediterranean;restaurants;greek,American
Pure Sushi,"20567 N Hayden Rd, Ste 100",Scottsdale,AZ,85255,33.6717588,-111.9059217,4.0,270,restaurants;sushi bars;asian fusion;japanese,Japanese
McDonald's,305 E Hunt Hwy,San Tan Valley,AZ,85143,33.1617115,-111.5643819,1.5,17,burgers;restaurants;fast food,American
Papa Kenos,2510 E Hunt Hwy,San Tan Valley,AZ,85143,33.13732251,-111.5392596,3.0,9,local flavor;italian;pizza;restaurants,Italian
Arby's,2220 W Deer Valley Rd,Phoenix,AZ,85027,33.6842049,-112.1072844,3.0,18,restaurants;sandwiches;fast food,American
Pieology Pizzeria,9915 W McDowell Rd,Avondale,AZ,85392,33.464148,-112.2731978,4.0,115,restaurants;pizza;italian,Italian
Krachai Thai Kitchen,3361 W Greenway Rd,Phoenix,AZ,85053,33.6248167,-112.1310047,4.0,170,restaurants;thai,Thai
Chuy's Mesquite Broiler,1831 E Baseline Rd,Tempe,AZ,85283,33.3779711,-111.9057836,3.0,13,restaurants;southern,American
Isabella's Kitchen,8623 E Thompson Peak Pkwy,Scottsdale,AZ,85255,33.6758835,-111.8964923,3.5,217,beer;wine & spirits;food;restaurants;nightlife;bars;italian,Italian
Wienerschnitzel,9370 West Northern Ave,Glendale,AZ,85305,33.5525657,-112.2609671,3.5,26,sandwiches;restaurants;fast food;hot dogs,American
Filiberto's Mexican Food,209 N. 24th St,Phoenix,AZ,85034,33.450595,-112.029835,2.5,9,mexican;restaurants,Mexican
Mi Familia Mexican Food,"25155 N 67th Ave, Ste 138",Phoenix,AZ,85083,33.7135776,-112.2023003,3.0,126,restaurants;mexican,Mexican
Taqueria La Jacky,532 E Western Ave,Avondale,AZ,85323,33.4353457,-112.3438078,3.5,14,mexican;restaurants,Mexican
Brueggers Bagels,721 N Arizona Ave,Gilbert,AZ,85233,33.363016,-111.841114,3.0,28,restaurants;breakfast & brunch;bagels;food;sandwiches,American
Bourbon Jacks,"7000 E Mayo Blvd, Bldg 5",Phoenix,AZ,85054,33.65538152,-111.9268757,3.5,167,music venues;restaurants;bars;arts & entertainment;american (traditional);nightlife,American
Dairy Queen,6548 E Cave Creek Rd,Cave Creek,AZ,85331,33.8333958,-111.9398294,2.5,19,fast food;food;restaurants;ice cream & frozen yogurt,American
Cafe Rio,2748 S Signal Butte Rd,Mesa,AZ,85209,33.36482544,-111.6035177,2.5,32,desserts;restaurants;food;tacos;mexican,Mexican
Cielo Restaurant,7353 E Indian School Rd,Scottsdale,AZ,85251,33.4945672,-111.9222222,3.5,18,italian;restaurants,Italian
Durger Dog,"2235 S Power Rd, Ste 120",Mesa,AZ,85209,33.375057,-111.687177,4.0,20,burgers;restaurants,American
Port of Subs,"4645 E Broadway, Ste 101",Phoenix,AZ,85040,33.4069946,-111.98087,3.5,20,sandwiches;restaurants;delis,American
Nourish,1495 S Higley Rd,Gilbert,AZ,85296,33.32305019,-111.7197348,3.5,59,restaurants;gluten-free,American
Native Grill & Wings,4972 S Power Rd,Gilbert,AZ,85236,33.32606401,-111.6876876,3.5,116,bars;sports bars;restaurants;american (traditional);nightlife;chicken wings;american (new),American
Saboten Grill,"440 W Warner Rd, Ste 104",Tempe,AZ,85284,33.3350531,-111.9445728,3.5,4,restaurants;japanese;vegetarian,Japanese
Ramiro's Mexican Food,1618 W Bell Rd,Phoenix,AZ,85023,33.6402587,-112.0936145,4.0,25,restaurants;mexican,Mexican
Nick's NY Pizzeria,"920 E University Dr, Ste 103",Tempe,AZ,85281,33.42245411,-111.9255954,3.5,27,restaurants;pizza;italian,Italian
Charleys Grilled Subs,"9617 Metro Pkwy W, Ste MM06",Phoenix,AZ,85051,33.574153,-112.12409,4.0,5,restaurants;sandwiches,American
S'Bistro,124 W Main St,Mesa,AZ,85201,33.415474,-111.835051,4.0,6,restaurants;american (new),American
The Watershed,5350 S Lakeshore Dr,Tempe,AZ,85283,33.3760012,-111.919865,3.0,380,restaurants;american (new);pubs;american (traditional);nightlife;arts & entertainment;music venues;sports bars;lounges;bars,American
Drip Coffee Lounge,2325 N 7th St,Phoenix,AZ,85006,33.4741696,-112.0648051,3.5,33,cafes;coffee & tea;food;restaurants,American
Paradise Bakery & Cafe,9918 W Happy Valley Rd,Peoria,AZ,85383,33.71188031,-112.2729963,3.0,53,bakeries;food;restaurants;cafes,American
MAD Greens - Tempe,"2000 E Rio Salado Pkwy, Ste 1215",Tempe,AZ,85281,33.433481,-111.901629,3.5,99,live/raw food;juice bars & smoothies;wraps;sandwiches;food;vegetarian;restaurants;salad,American
Benihanna of Tokyo,16403 N Scottsdale Rd,Scottsdale,AZ,85254,33.6348919,-111.92483,2.5,11,teppanyaki;restaurants;japanese,Japanese
McDonald's,3021 S Val Vista Dr,Gilbert,AZ,85295,33.29722978,-111.7548498,2.0,39,fast food;burgers;restaurants,American
Pizza Hut,5055 W Ray Rd,Chandler,AZ,85226,33.31949543,-111.9290034,2.5,17,italian;chicken wings;restaurants;pizza,Italian
Chipotle Mexican Grill,"5849 W Northern Ave, Ste 500",Glendale,AZ,85301,33.5525008,-112.1854135,2.5,51,fast food;restaurants;mexican,Mexican
MOD Pizza,"2020 E Elliot Rd, Suite 101",Tempe,AZ,85283,33.3497776,-111.9015632,4.0,90,restaurants;pizza;fast food,Italian
KB Smokehouse & BBQ,"12725 W Indian School Rd, Ste A-102",Avondale,AZ,85392,33.492053,-112.332821,3.5,10,restaurants;barbeque,American
China Rice,1352 E Broadway Rd,Mesa,AZ,85204,33.4082532,-111.8014678,4.0,57,restaurants;chinese,Chinese
Carefree Station,"Spanish Village, 7212 Ho Hum Rd",Carefree,AZ,85377,33.825913,-111.924247,3.5,80,restaurants;mexican;american (new),American
Sun Chinese Dining,1381 N Alma School Rd,Chandler,AZ,85224,33.3272717,-111.8581271,3.5,57,korean;restaurants;chinese,Chinese
South Philly Steak & Fries,5000 S Arizona Mills Cir,Tempe,AZ,85282,33.383123,-111.964485,1.5,32,cheesesteaks;restaurants,American
Little Saigon,7016 N 57th Ave,Glendale,AZ,85301,33.5391207,-112.1815353,4.5,369,restaurants;vietnamese,Vietnamese
Nick's,23417 N Pima Rd,Scottsdale,AZ,85255,33.6981334,-111.8891539,3.5,59,restaurants;italian,Italian
Jaspers Peak Bistro Bar & Grille,20511 N Hayden Rd,Scottsdale,AZ,85255,33.6717895,-111.9060007,3.5,52,cajun/creole;restaurants,American
McDonald's,2305 W Bethany Home Rd,Phoenix,AZ,85015,33.523757,-112.108583,2.5,14,restaurants;fast food;burgers,American
Hal O Penos,3515 W Northern Ave,Phoenix,AZ,85051,33.55250405,-112.1347128,3.5,14,restaurants;mexican,Mexican
Pete's Fish & Chips,2628 W Van Buren St,Phoenix,AZ,85009,33.4513855,-112.1165363,3.0,41,seafood;fish & chips;restaurants,American
Off Da Hook Soul Food,1804 W Glendale Ave,Phoenix,AZ,85021,33.538913,-112.097523,3.5,96,soul food;restaurants,American
Einstein Bros Bagels,"4304 W Bell Rd, Ste B",Phoenix,AZ,85003,33.6397804,-112.1524029,2.5,31,delis;breakfast & brunch;coffee & tea;restaurants;food;bagels,American
Chez Vous,"8787 N Scottsdale Rd, Ste 228",Scottsdale,AZ,85253,33.56480602,-111.9245193,4.0,262,desserts;breakfast & brunch;food;french;creperies;restaurants;american (new),American
El Tri Mexican Food,8987 W Olive Ave,Peoria,AZ,85345,33.5658435,-112.2528289,2.0,17,mexican;restaurants,Mexican
Sacred Hogan Navajo Frybread,842 E Indian School Rd,Phoenix,AZ,85014,33.4951559,-112.0629953,3.5,64,american (traditional);restaurants,American
Sir Veza's Taco Garage,3111 W Chandler Blvd,Chandler,AZ,85226,33.30038125,-111.8984318,3.5,210,mexican;diners;restaurants,Mexican
El Caprichoso Hot Dogs Estilo Sonora,2826 N 35th Ave,Phoenix,AZ,85009,33.479886,-112.134721,5.0,14,restaurants;hot dogs;street vendors;fast food;food,American
Taco Bell,2601 North 44th Street,Phoenix,AZ,85008,33.476956,-111.986944,3.0,18,mexican;restaurants;tex-mex;fast food,Mexican
PDQ,4514 E Cactus Rd,Paradise Valley,AZ,85032,33.599281,-111.9819764,3.5,58,american (traditional);restaurants;salad;chicken shop,American
Pizza by Napoli,3425 W Thunderbird Rd,Phoenix,AZ,85053,33.60918092,-112.1331526,4.0,115,italian;restaurants;pizza,Italian
Jack in the Box,8951 N 19th Ave,Phoenix,AZ,85021,33.5669469,-112.0992265,2.0,9,fast food;restaurants,American
Subway,6150 S 35th Ave,Phoenix,AZ,85041,33.3906186,-112.1369049,2.5,8,fast food;restaurants;sandwiches;breakfast & brunch;delis,American
Paradise Bakery & Cafe,"6555 E Southern Ave, Ste 2014, Superstition Springs Mall",Mesa,AZ,85206,33.393725,-111.6891898,3.0,8,soup;mediterranean;restaurants;food,Mediterranean
Great China Super Buffet,6005 E Southern Ave,Mesa,AZ,85206,33.3934084,-111.7014499,2.5,8,restaurants;chinese,Chinese
Yogis Grill Teriyaki & Roll,"10629 N Scottsdale Rd, Ste 105",Scottsdale,AZ,85254,33.5825153,-111.9244324,3.5,55,japanese;fast food;restaurants,Japanese
Texas Roadhouse,14175 W Grand Ave,Surprise,AZ,85374,33.65198,-112.368332,3.0,96,american (traditional);barbeque;steakhouses;burgers;restaurants,American
Nan Jing,13606 W Camino Del Sol,Sun City West,AZ,85375,33.65478661,-112.3552858,3.0,44,restaurants;chinese;seafood,Chinese
Pizza Mia,6005 N 43rd Ave,Phoenix,AZ,85019,33.52437397,-112.1499981,4.0,52,restaurants;pizza;italian;salad,Italian
On The Border Mexican Grill & Cantina,21001 N Tatum Blvd,Phoenix,AZ,85050,33.678615,-111.9746066,3.0,4,restaurants;mexican,Mexican
Burger King,1375 E Bell Rd,Phoenix,AZ,85022,33.64001065,-112.0531537,2.0,9,burgers;restaurants;fast food,American
Cogburns,4902 S Val Vista Dr,Gilbert,AZ,85298,33.2610094,-111.7567493,3.0,106,restaurants;nightlife;bars;american (traditional),American
Little Caesars Pizza,911 S Lindsay Rd,Gilbert,AZ,85296,33.3337272,-111.7717961,3.0,8,pizza;restaurants,Italian
Dj's Bagel Cafe,13693 N Fountain Hills Blvd,Fountain Hills,AZ,85268,33.609428,-111.729264,4.0,125,food;cafes;restaurants;bagels,American
McDonald's,7369 N Via Paseo Del Sur,Scottsdale,AZ,85258,33.5442187,-111.9052801,4.0,4,fast food;restaurants;burgers,American
